judul,isi,tanggal,kategori
Pemerintah Pastikan Penyelenggaraan Pilkada Pengungsi Lewotobi Tetap Berjalan,"JAKARTA, KOMPAS.com - Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan (Menko PMK) Pratikno memastikan, penyelenggaraan pemilihan kepala daerah (pilkada) bagi pengungsi yang terdampak erupsi Gunung Lewotobi Laki-laki tetap berjalan. Hal ini diketahui setelah diselenggarakan Rapat Tingkat Menteri (RTM) terkait percepatan penanganan bencana erupsi Gunung Lewotobi, di Kantor Menko PMK, Rabu (20/11/2024).  Menurut Pratiko, berdasarkan pembahasan yang disampaikan oleh Menteri Dalam Negeri (Mendagri) Tito Karnavian dan Komisi Pemilihan Umum (KPU), penyelenggaran pilkada di daerah bencana tetap bisa dilaksanakan.  “Tentang pelaksanaan pilkada tadi juga kita bahas, Pak Mendagri sudah menyiapkan bersama-sama KPU, bahwa pilkada di daerah bencana akan tetap berlangsung,” kata Pratikno, Rabu sore. Baca juga: Menko PMK: Aktivitas Gunung Lewotobi Masih Berlangsung, tapi Tak Ada Gejala Peningkatan  Menko PMK menyatakan, seluruh persiapan untuk proses pemungutan suara secara serentak pada 27 November yang akan datang sudah disiapkan oleh lembaga terkait.  Oleh sebab itu, Pratikno menyakini, penyelenggaraan pilkada di lokasi pengungsian warga terdampak Gunung Lewotobi dapat berjalan dengan baik.  “Sudah disiapkan semaksimal mungkin, para penyelenggara pemilu juga sudah menyiapkan sebaik mungkin,” ucapnya.  Di sisi lain, Menko PMK Pratikno juga menyampaikan bahwa aktivitas Gunung Lewotobi Laki-laki masih berlangsung hingga hari ini. Namun, dari aktivitas tersebut, tidak ada gejala peningkatan.    Pratikno menyampaikan, radius untuk daerah rawan juga sudah dikurangi. Namun, layanan pengungsian tetap dijaga semaksimal mungkin.  Pratikno membeberkan, jumlah pengungsi yang terpusat juga sudah mengalami penurunan. Saat ini, jumlah warga yang mengungsi ada sekitar 5.117 jiwa. Baca juga: 2.908 Pengungsi Erupsi Gunung Lewotobi Terserang Penyakit   Berdasarkan data yang diperoleh, lebih banyak warga setempat yang mengungsi secara mandiri.   Mereka, kata Pratikno, memilih untuk tinggal bersama keluarga di tempat yang cukup berjarak dengan Gunung Lewotobi.  “Lebih banyak adalah pengungsi mandiri yang bergabung ke sanak keluarga di sekitar situ. Pengungsi mandiri lebih banyak, yaitu jumlahnya lebih dari 6.417 jiwa,” kata eks Menteri Sekretaris Negara (Mensesneg) itu.  “Jadi kita tadi membahas tentang bagaimana melayani lebih baik kepada para pengungsi itu, oleh karena itu tadi dibutuhkan untuk segera membuat hunian sementara,” ucapnya. ","Kompas.com - 20/11/2024, 19:04 WIB",Nasional
Bahlil Terima SK Kepengurusan Resmi Golkar dari Menteri Hukum Supratman Andi Agtas,"JAKARTA, KOMPAS.com - Ketua Umum Partai Golkar Bahlil Lahadalia menerima surat keputusan (SK) resmi kepengurusan Partai Golkar 2024-2029 dari Menteri Hukum Supratman Andi Agtas.  Momen itu berlangsung di Kantor Kementerian Hukum, Rasuna Said, Kuningan, Jakarta Selatan, Rabu (20/11/2024).  “Kami dari Kementerian Hukum telah menyerahkan SK tentang susunan lengkap pengurus Partai Golkar. Dengan demikian SK yang lama kami cabut dan menerbitkan SK baru tentang kepengurusan lengkap Partai Golkar,” ujar Supratman pada awak media. Baca juga: Bahlil Sebut KIM Plus Belum Keluarkan Semua Jurus untuk Menangkan Ridwan Kamil-Suswono  Ia menyebutkan Partai Golkar sudah melengkapi semua syarat administratif. Oleh karena itu, tak ada alasan bagi Kementerian Hukum tak mengesahkan kepengurusan baru Golkar.  “Saya berharap karena ini menjadi kewajiban dari Kementerian Hukum untuk meneliti terkait dengan kepengurusan semua partai politik,” ujarnya.  “Kewajiban kami setelah semuanya dinyatakan lengkap, wajib hukumnya untuk kami menerbitkan SK yang baru,” kata Bahlil.  Dalam kesempatan yang sama, Bahlil mengatakan bahwa SK Kemenkumham ini merupakan SK baru setelah struktur kepemimpinan Golkar dilengkapi. Baca juga: Golkar Bantah PTUN Batalkan SK Menkum Terkait Pengesahan AD/ART SK yang lama baru berisi pengurus sementara yang diisi oleh 9 orang. Sementara itu, dalam SK yang baru, formasi Golkar kian lengkap dengan 159 kader, dewan pembina, dewan kehormatan, dewan etik, dan mahkamah partai.  “Jadi saya pikir ini adalah sebuah babak baru bagi kepengurusan Partai Golkar yang sudah lengkap. Dengan demikian saya pikir, sudah selesai fase tahap demi tahap yang kami lakukan,” ucap Bahlil. ","Kompas.com - 20/11/2024, 19:00 WIB",Nasional
"Setuju Pulangkan Terpidana Mati Mary Jane ke Filipina, Apa Untungnya Buat Indonesia?","JAKARTA, KOMPAS.com - Menteri Koordinator (Menko) Bidang Hukum, HAM, Imigrasi, dan Pemasyarakatan Yusril Ihza Mahendra muengungkapkan ada sejumlah keuntungan yang didapat Indonesia dari transfer of prisoner dengan negara lain.  Isutransfer of prisoner ini menjadi sorotan setelah Indonesia menyetujui untuk memulangkan terpidana mati kasus narkotikaMary Jane Veloso ke Filipina. Yusril menyebutkan, dengan memulangkan warga negara asing (WNA) yang berstatus terpidana ke negara asalnya, Indonesia juga berhak memulangkan warga negara Indonesia (WNI) yang bermasalah hukum di negara tersebut. ""Ini berlaku resiprokal. Jika ada napi WNI di Filipina, kita juga berhak untuk meminta dia ditransfer ke Indonesia, agar napi tersebut dibina oleh negara kita sendiri, dan menjadi dekat dengan keluarganya di Tanah Air,"" ujar Yusril kepada Kompas.com, Rabu (20/11/2024). Baca juga: Menko Yusril Sebut Pemidanaan Mary Jane Tanggung Jawab Filipina Setelah Dipulangkan Yusril mengatakan, dengan memulangkan napi WNA ke negara asalnya, beban pemerintah Indonesia juta berkurang karena napi tersebut bakal menjalanisisa hukuman di negaranya sendiri. ""Beban pembinaan napi dibebankan kepada APBN, yang berarti menjadi beban seluruh rakyat,"" ujar dia. Yusril mengingatkan, sistem pemasyarakatan di Indonesia adalah mendidik napi, supaya mereka menjadi orang baik ketika kembali ke negara asalnya.  Namun, Yusril berpandangan agar lebih baik Indonesia mentransfer napi WNA ke negara asalnya saja, agar tidak perlu ada APBN yang terbebani oleh mereka. Baca juga: Ditjen PAS Sebut Mary Jane Masih Ditahan di Lapas Yogyakarta  Yusril tidak memungkiri bahwa bisa saja hukuman mati yang dijatuhkan pengadilan Indonesia dibatalkan ketika Mary Jane dikembalikan ke Filipina karena negara tersebut tidak menerapkan hukuman mati. Namun, ia menekankan bahwa hal itu berpulang dari kewenangan pemerintah negara tersebut, dalam hal ini Presiden Filipina Ferdinand Marcos Jr ""Memberikan grasi adalah kewenangan Presiden sebagai Kepala Negara berdasarkan pertimbangan-pertimbangan khusus dari Presiden atas seorang narapidana yang telah diputus final dari pengadilan,"" kata Yusril.  Maka dari itu, kata Yusril, jika hukuman mati terhadap Mary Jane diubah oleh Filipina, itu bukan berarti mereka tidak mengakui dan tidak menghormati putusan final pengadilan. Akan tetapi, hal tersebut memang merupakan kewenangan Kepala Negara yang diberikan oleh konstitusi.  ""Pengadilan final, tetapi Presiden berwenang memberikan grasi,"" ujar Yusril. Awal mula kasus Mary Jane Veloso ","Kompas.com - 20/11/2024, 18:58 WIB",Nasional
Anggota DPR Minta RI Perkuat Diplomasi Mobilisasi Sumber Daya demi Turunkan Emisi,"JAKARTA, KOMPAS.com - Anggota Komisi XII DPR RI dari Fraksi PKB, Ratna Juwita Sari meminta Pemerintah Indonesia memperkuat diplomasi dan negosiasi ke dunia internasional terkait pembiayaan berkelanjutan dalam rangka mendukung aksi mitigasi dan adaptasi perubahan iklim.  Menurutnya, komitmen dan ambisi Indonesia dalam upaya menurunkan emisi gas rumah kaca pada tahun 2030 sebagaimana tercantum dalam dokumen Enhanced Nationally Determined Contributions (NDC) membutuhkan biaya lebih dari Rp 4.000 triliun.  Namun, ia menilai hal ini tidak mungkin dipenuhi dari Anggaran Pendapatan dan Belanja Negara (APBN).  ""Anggaran untuk pemenuhan NDC sebesar Rp 4.000 triliun itu tidak akan mampu dibiayai sendiri oleh Indonesia,"" ujar Ratna seperti dikutip, Rabu (20/11/2024). ""Pemerintah harus berupaya lebih keras untuk membangun diplomasi agar dapat memobilisasi sumber daya dari negara-negara maju dalam COP29 di Baku ini,"" kata Ratna lagi. Baca juga: Bank Mandiri Mantapkan Komitmen Ekonomi Berkelanjutan pada COP 29 di Azerbaijan  Anggota DPR dari daerah pemilihan Tuban dan Bojonegoro itu juga mengatakan, Indonesia memiliki posisi sangat penting bagi kesuksesan agenda global dalam pengendalian perubahan.   Terlebih, Indonesia merupakan salah satu negara yang memiliki hutan alam terbesar di dunia.  ""Sebagai satu dari tiga negara pemilik hutan alam terbesar dan juga negara dengan jumlah penduduk terbesar keempat di dunia, komitmen Indonesia harus didukung komunitas internasional, khususnya negara-negara maju"", ucap Ratna.  Dia mencontohkan, pemerintah harus mampu menarik bantuan internasional dalam bentuk hibah serta menarik investasi dari perdagangan karbon internasional.  Ratna pun mendorong Indonesia membuka peluang soal perdagangan karbon internasional melalui skema pasar karbon sukarela. ""Dunia internasional dan investor harus berhasil diyakinkan bahwa Indonesia terbuka dan mendukung skema tersebut,"" ucap Ratna. Baca juga: Desa Energi Berdikari Tampil di COP 29, Pertamina Berkomitmen Jaga Kelestarian Lingkungan di Masyarakat  Dia meyakini, jika perdagangan karbon internasional melalui skema pasar karbon sukarela pada sektor kehutanan dan energi baru terbarukan bisa berjalan, akan mewujudkan target pembangunan hijau dan komitmen menuju Net Zero Emission 2060.  ""Investasi hijau untuk konservasi hutan dan perlindungan keanekaragaman hayati, serta percepatan bauran energi baru terbarukan akan berkontribusi signifikan pada pertumbuhan ekonomi, penciptaan lapangan kerja dan penanggulangan kemiskinan,"" ujarnya.  Adapun Ratna menjadi salah satu pembicara pada sesi diskusi Conference of the Parties (COP) bertajuk ""Climate Breakthroughs for Finance, Forest, Energy and Waste"" di Paviliun Indonesia, Baku, Azerbaijan, Selasa (19/11/2024). KTT Perubahan Iklim PBB atau Conferrence of the Parties ke-29 (COP29) digelar di Baku, Azerbaijan mulai Senin (11/11/2024) hingga Jumat (22/11/2024). Baca juga: MPR Akan Bicara Target Energi Prabowo di COP 29 Azerbaijan COP merupakan pertemuan tahunan antara 197 negara yang telah menyetujui Konvensi Kerangka Kerja PBB tentang perubahan iklim pada 1992.  Adapun COP ke-29 saat ini digelar di Baku, Azerbaijan sejak 11 November sampai 22 November 2024.  Tujuan digelarnya COP29 utamanya untuk membahas masalah new collective quantified goal, yaitu target pendanaan iklim tahunan baru. ","Kompas.com - 20/11/2024, 18:54 WIB",Nasional
Menko Yusril Sebut Pemidanaan Mary Jane Tanggung Jawab Filipina Setelah Dipulangkan,"JAKARTA, KOMPAS.com - Menteri Koordinator (Menko) Bidang Hukum, HAM, Imigrasi, dan Pemasyarakatan Yusril Ihza Mahendra mengatakan, pemidanaan terhadap Mary Jane Veloso akan menjadi tanggung jawab Filipina setelah dipulangkan ke negaranya tersebut. Diketahui, Mary Jane Veloso adalah terpidana mati kasus penyelundupan narkotika. Warga Negara Filipina itu divonis oleh Pengadilan Negeri (PN) Sleman. “Tanggung jawab pembinaan terhadap narapidana untuk melaksanakan putusan pengadilan negara kita itu diserahkan kepada negara yang bersangkutan,” kata Yusril dalam keterangan video yang diterima di Jakarta, Rabu (20/11/2024), dikutip dari Antaranews. Menurut Yusril, Pemerintah Filipina berwenang untuk menentukan kelanjutan pidana Mary Jane setelah dipindahkan, termasuk apabila memberikan grasi atau remisi kepada yang bersangkutan. Baca juga: Ditjen PAS Sebut Mary Jane Masih Ditahan di Lapas Yogyakarta  Namun, Yusril mengatakan, Filipina merupakan negara yang telah menghapus hukuman mati dari Kitab Undang-Undang Hukum Pidana (KUHP) sehingga ada kemungkinan Presiden Filipina Ferdinand R. Marcos Jr. memberikan grasi kepada Mary Jane Veloso. “Kalau dia sudah dikembalikan ke Filipina, adalah kewenangan dari Presiden Marcos untuk memberikan grasi. Misalnya akan diberi grasi seumur hidup, maka dia akan menjalani pidana seumur hidup di Filipina berdasarkan putusan pengadilan Indonesia,” ujar Yusril. “Itu kita hormati, sepenuhnya adalah kewenangan dari Presiden Marcos dalam melakukan pembinaan terhadap narapidana di negaranya,” katanya melanjutkan. Lebih lanjut, Yusril mengatakan bahwa pemindahan narapidana ini dilakukan dengan prinsip timbal balik. Artinya, jika nanti ada narapidana Warga Negara Indonesia (WNI) yang dijatuhi pidana oleh negara lain, Indonesia berhak meminta pemindahan narapidana kepada negara tersebut. “Prinsip-prinsip ini kita jaga untuk menyetarakan kedudukan masing-masing negara dan masing-masing (negara) juga menghormati kedaulatan hukum masing-masing,” ujarnya. Baca juga: Presiden Bongbong Marcos Ucapkan Terima Kasih ke Indonesia soal Mary Jane Akan Dipulangkan ke Filipina Sementara itu, terbaru Direktorat Jenderal (Ditjen) Pemasyarakatan (PAS) pada Kementerian Imigrasi dan Pemasyarakatan memastikan bahwa Mary Jane Veloso saat ini masih berada di Tanah Air dan ditahan di Lembaga Pemasyarakatan (Lapas) Perempuan Kelas II B Yogyakarta. “Saat ini terpidana mati Mary Jane Veloso masih menjalani pidana dan mengikuti kegiatan pembinaan di Lembaga Pemasyarakatan Perempuan Kelas II B Yogyakarta,” kata Ketua Kelompok Kerja Humas Ditjen PAS Deddy Eduar Eka Saputra ketika dikonfirmasi di Jakarta, Rabu, dikutip dari Antaranews. Eduar lantas menjelaskan bahwa Menko Yusril sempat mengadakan pertemuan dengan Duta Besar Filipina untuk Indonesia, Gina Alagon Jamoralin pada Senin, 11 November 2024. “Salah satu isi pertemuan tersebut adalah membahas penyelesaian masalah hukum yang dialami Mary Jane Veloso yang divonis mati,” ujar Eduar. Baca juga: Mary Jane Bakal Dipulangkan ke Filipina, Lapas: Belum Ada Arahan Untuk diketahui, Mary Jane ditangkap di Bandara Adisutjipto Yogyakarta pada bulan April 2010 karena kedapatan membawa 2,6 kilogram heroin. Kemudian, pada Oktober 2010, Mary Jane Veloso divonis hukuman mati oleh Pengadilan Negeri (PN) Sleman. ","Kompas.com - 20/11/2024, 18:51 WIB",Nasional
"Menko PMK: Aktivitas Gunung Lewotobi Masih Berlangsung, tapi Tak Ada Gejala Peningkatan","JAKARTA, KOMPAS.com - Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan (Menko PMK) Pratikno mengungkapkan bahwa aktivitas Gunung Lewotobi Laki-laki masih berlangsung hingga hari ini, Rabu (20/11/2024). Pernyataan tersebut disampaikan setelah Rapat Tingkat Menteri (RTM) mengenai percepatan penanganan bencana erupsi Gunung Lewotobi yang berlangsung di Kantor Menko PMK pada sore hari. “Perlu kami sampaikan bahwa aktivitas Gunung Lewotobi Laki-laki masih saja berlangsung tetapi tidak ada gejala peningkatan,” kata Pratikno. Baca juga: Pratikno Pastikan Korban Letusan Gunung Lewotobi Terlayani Meskipun aktivitas vulkanik masih berlangsung, Pratikno menyatakan bahwa radius daerah keamanan telah dikurangi. Namun, layanan pengungsian tetap dijaga semaksimal mungkin untuk memastikan keselamatan warga. Pratikno juga menginformasikan bahwa jumlah pengungsi yang terpusat telah mengalami penurunan. Saat ini, jumlah warga yang mengungsi tercatat sekitar 5.117 jiwa. Baca juga: 2.908 Pengungsi Erupsi Gunung Lewotobi Terserang Penyakit Data menunjukkan bahwa lebih banyak warga setempat yang memilih untuk mengungsi secara mandiri. Pratikno mengatakan, mereka memilih untuk tinggal bersama keluarga di tempat yang cukup berjarak dengan Gunung Lewotobi. ""Lebih banyak adalah pengungsi mandiri yang bergabung ke sanak keluarga di sekitar situ. Pengungsi mandiri lebih banyak, yaitu jumlahnya lebih dari 6.417 jiwa,” jelas Pratikno. “Jadi kita tadi membahas tentang bagaimana melayani lebih baik kepada para pengungsi itu, oleh karena itu tadi dibutuhkan untuk segera membuat hunian sementara,” imbuhnya. ","Kompas.com - 20/11/2024, 18:33 WIB",Nasional
Siapa Pengusul Kantin Sekolah di Jakarta Ditarik Retribusi?,"JAKARTA, KOMPAS.com - Setiap kantin sekolah yang tersebar di Jakarta diwacanakan akan dikenakan retribusi oleh Pemerintah Provinsi (Pemprov) Jakarta. Rencana itu sebelumnya diusulkan Wakil Ketua Komisi C DPRD Jakarta, Sutikno, kepada Pemprov setelah melihat adanya sekolah di Cipulir yang membayar tarif sewa lapak sebesar Rp 5 juta per tahun. ""Kantin di SMA 32 di daerah Cipulir, ada sekitar 14 kantin. Tetapi setiap tahunnya membayar Rp 5 juta, berarti sudah Rp 70 juta di satu sekolah,"" ujar Sutikno dalam keterangan resmi, Rabu (20/11/2024). Sutikno menilai, pemungutan retribusi kantin sekolah ini bisa menjadi salah satu cara untuk mengoptimalkan pendapatan daerah. Baca juga: Ide Retribusi Kantin untuk Tingkatkan PAD Jakarta, Berawal dari Temuan Sewa Lapak di Sekolah Namun, untuk menjalankan aturan itu, ia menyebutkan diperlukan payung hukum dari Pemprov DKI. ""Sekolah didata kantinnya. Ini bisa menjadi pemasukan retribusi. Harus teliti, harus jeli ada potensi uang masuk,"" ujar Sutikno. Sutikno berharap agar Dinas Pendidikan Jakarta mengkaji usulan tersebut untuk membuat aturan mengenai tarif retribusi kantin sekolah. Ia juga telah menyampaikan usulan tersebut ke Inspektorat agar bisa segera dibentuk payung hukum yang jelas sehingga tidak melanggar aturan. ""Biar sama-sama tidak melanggar aturan dan sesuai ketentuan, sehingga pendapatan retribusi bisa naik,"" tuturnya. Baca juga: Kantin Sekolah di Jakarta Akan Dikenai Retribusi, Aturannya Sedang Dibuat Menanggapi hal ini, Plt Kepala Dinas Pendidikan Jakarta, Purwosusilo, menyatakan pihaknya sepakat dengan rancangan payung hukum tersebut dan akan berkoordinasi dengan Badan Pengelolaan Aset Daerah. ""Kami sepakat akan menyiapkan rancangan payung hukum untuk mengoptimalkan potensi pendapatan retribusi daerah dari seluruh kantin sekolah,"" kata Purwosusilo. Berdasarkan data Dinas Pendidikan DKI, saat ini ada sekitar 1.798 kantin di sekolah-sekolah di Jakarta, terdiri dari 1.305 kantin di SD, 293 di SMP, 117 di SMA, dan 73 di SMK. ","Kompas.com - 20/11/2024, 18:20 WIB",Megapolitan
"Bikin Sibuk Korbannya, Maling Colong HP Operasional Warung Makan di Kebagusan","JAKARTA, KOMPAS.com – Sebuah ponsel milik warung makan di Gang Waru, Kebagusan, Jakarta Selatan, hilang digondol maling, pada Selasa (19/11/2024) pagi. Akibat kejadian tersebut, usaha mikro, kecil, dan menengah (UMKM) tersebut mengalami kerugian sekitar Rp 2 juta. Ridwan (19), penjaga warung yang baru bekerja selama dua bulan, menceritakan bahwa pelaku awalnya datang dengan modus berbelanja. Pelaku memesan barang-barang yang tidak tersedia di warung, termasuk kopi susu dan ayam goreng. Baca juga: Ketahuan Jual Motor Hasil Curian, Maling Motor di Pulogadung Kabur ke Atap Rumah Warga “Nah dia tuh nyuruh saya beliin kopi susu di warung, ya sudah saya beliin. Habis itu dia nanya makanan, kebetulan kan ada ayam ya. Ayam itu cuma ada lima, terus dia mintanya delapan,” kata Ridwan saat ditemui di Kebagusan, Rabu (20/11/2024). Untuk memenuhi permintaan pelaku, Ridwan bolak-balik keluar warung. Namun, ketika kembali dengan pesanan, pelaku sudah tidak ada di tempat. Ridwan awalnya mengira pelaku pergi ke warung lain, tetapi kemudian sadar bahwa ponsel operasional warung hilang. ""Saya nunggu beberapa menit lah. Sebelumnya bos saya udah ngechat saya, 'Nih ayamnya ada nih'. Terus saya bilang ke bos saya, 'Sebentar Pak, orangnya lagi pergi'. Terus tiba-tiba bos saya ngechat nanya HP. Terus saya cek, eh iya enggak ada. Itu saya langsung panik,"" ujar Ridwan. Baca juga: Maling Motor yang Tembak Polisi di Cengkareng Ditangkap Ridwan yang merasa khawatir segera memberitahukan pemilik warung. Meskipun ia mengaku siap dipotong gaji atas keteledorannya, pemilik warung tidak mengizinkan dirinya mengganti rugi. ""Pertama saya udah bilang, ya sudah potong dari gaji saya aja deh. Kata bos saya jangan, kamu jadiin pelajaran aja biar lain kali kamu hati-hati,"" tambah Ridwan. Meski wajah pelaku terekam jelas di kamera CCTV, pihak warung memutuskan untuk tidak melapor ke kepolisian. Hal ini karena pelaku menggunakan sepeda motor tanpa pelat nomor, sehingga sulit untuk dilacak. ""Bos bilang sih percuma juga kalau ngelapor soalnya enggak ada barang bukti juga kayak misalnya pelatnya gitu, jadi susah juga nyarinya. Jadi kata bos ya udah dibiarin aja. Nanti juga ada gantinya kalau rezeki,"" ujar Ridwan. Sebuah video yang beredar di Instagram @seputar_jaksel menunjukkan pria berpakain serba hitam masuk ke warung tersebut. Dalam video CCTV, pria itu tampak mengecek meja tempat HP tersebut diletakkan, lalu segera keluar setelah mengambil ponsel tersebut. ","Kompas.com - 20/11/2024, 18:17 WIB",Megapolitan
"KTT G20, Prabowo: Daerah Pesisir Kami Terendam Laut, Terpaksa Pindahkan Ibu Kota","JAKARTA, KOMPAS.com - Presiden RI Prabowo Subianto mengatakan daerah pesisir di Indonesia mulai terendam karena naiknya permukaan laut sehingga terpaksa memindahkan ibu kota dari Jakarta ke Kalimantan Timur. Hal tersebut Prabowo sampaikan saat menghadiri sesi ketiga Konferensi Tingkat Tinggi (KTT) G20 di Brasil, Selasa (19/11/2024). Sesi tersebut mengangkat tema ""Sustainable Development and Energy Transition"". ""Indonesia menderita dampak langsung dari perubahan iklim. Daerah pesisir kami sekarang terendam oleh naiknya permukaan laut. Kami terpaksa memindahkan ibu kota kita,"" ujar Prabowo, dikutip dari YouTube Sekretariat Presiden, Rabu (20/11/2024).  Baca juga: KTT G20, Prabowo Bicara Kenaikan Permukaan Laut di Jawa Prabowo menjelaskan, di pantai utara Jawa saja, permukaan laut naik 5 cm per tahun. Dia menyebut Indonesia kehilangan ratusan ribu hektar lahan produktif dan lahan yang dapat dimakan. ""Petani dan nelayan kami sekarang hidup dalam kondisi yang sulit,"" ucap Prabowo. Sementara itu, Prabowo menyebut dampak akibat perubahan iklim ini akan memperburuk kemiskinan dan kelaparan.  Baca juga: Prabowo dan Macron Bahas Kerja Sama RI-Perancis di KTT G20 Brasil Oleh karena itu, Prabowo menyebutkan bahwa tidak ada alternatif lain bagi Indonesia untuk tidak mengatasi permasalahan tersebut.  ""Kami berkomitmen penuh untuk mengambil langkah-langkah guna mengurangi suhu iklim, menyelamatkan lingkungan, dan mengatasi situasi tersebut,"" ujar dia. ","Kompas.com - 20/11/2024, 18:16 WIB",Nasional
Ditjen PAS Sebut Mary Jane Masih Ditahan di Lapas Yogyakarta,"JAKARTA, KOMPAS.com - Terpidana mati kasus narkoba Mary Jane Veloso bakal dipulangkan ke negaranya Filipina. Sebab, Presiden Prabowo Subianto disebut telah menyetujui permintaan transfer of prisoner yang diajukan oleh Pemerintah Filipina. Kabar tersebut disampaikan oleh Menteri Koordinator (Menko) Bidang Hukum, HAM, Imigrasi, dan Pemasyarakatan Yusril Ihza Mahendra. Menanggapi rencana tersebut, Direktorat Jenderal (Ditjen) Pemasyarakatan (PAS) pada Kementerian Imigrasi dan Pemasyarakatan memastikan bahwa Mary Jane Veloso saat ini masih berada di Tanah Air dan ditahan di Lembaga Pemasyarakatan (Lapas) Perempuan Kelas II B Yogyakarta. “Saat ini terpidana mati Mary Jane Veloso masih menjalani pidana dan mengikuti kegiatan pembinaan di Lembaga Pemasyarakatan Perempuan Kelas II B Yogyakarta,” kata Ketua Kelompok Kerja Humas Ditjen PAS Deddy Eduar Eka Saputra ketika dikonfirmasi di Jakarta, Rabu (20/11/2024), dikutip dari Antaranews. Baca juga: Mary Jane Dipulangkan ke Filipina, Menko Yusril: Mungkin Saja Presiden Marcos Berikan Grasi Eduar lantas menjelaskan bahwa Menko Yusril sempat mengadakan pertemuan dengan Duta Besar Filipina untuk Indonesia, Gina Alagon Jamoralin pada Senin, 11 November 2024. “Salah satu isi pertemuan tersebut adalah membahas penyelesaian masalah hukum yang dialami Mary Jane Veloso yang divonis mati,” ujar Eduar. Untuk diketahui, Mary Jane ditangkap di Bandara Adisutjipto Yogyakarta pada bulan April 2010 karena kedapatan membawa 2,6 kilogram heroin. Kemudian, pada Oktober 2010, Mary Jane Veloso divonis hukuman mati oleh Pengadilan Negeri (PN) Sleman. Mary Jane lantas sempat mengajukan grasi. Tetapi, pada tahun 2014, permohonan grasi itu ditolak oleh Presiden ke-7 RI Joko Widodo (Jokowi). Baca juga: Mary Jane Tak Kunjung Dieksekusi, Ini Penjelasan Kejati DIY Namun, Mary Jane tak juga dieksekusi hingga 2024. Eduar pun menjelaskan alasan kenapa eksekusi tak kunjung dilakukan. “Pada tahun 2015, eksekusi mati Mary Jane Veloso ditangguhkan di menit-menit terakhir setelah adanya penangkapan di Filipina terhadap seorang perempuan yang dicurigai merekrut Mary Jane Veloso terkait narkoba,” kata Eduar. Sebelumnya, pada 20 November 2024, Presiden Filipina Ferdinand Marcos Jr menyebut bahwa Mary Jane akan kembali ke Filipina. Marcos Jr mengatakan, Mary Jane akan diserahkan ke Filipina setelah dilakukan negosiasi bertahun-tahun dengan Indonesia. Bahkan, Marcos Jr menyebut upaya pemulangan Mary Jane sebagai “perjalanan yang panjang dan sulit”. “Setelah lebih dari satu dekade melakukan diplomasi dan konsultasi dengan pemerintah Indonesia, kami berhasil menunda eksekusi matinya. Cukup lama untuk mencapai kesepakatan dan akhirnya (kami akan) membawanya kembali ke Filipina,” kata Marcos Jr dalam sebuah pernyataan, dikutip dari AFP. Baca juga: Presiden Bongbong Marcos Ucapkan Terima Kasih ke Indonesia soal Mary Jane Akan Dipulangkan ke Filipina ","Kompas.com - 20/11/2024, 18:15 WIB",Nasional
"Tiba di Inggris, Prabowo akan Hadiri Undangan Raja Charles III dan PM Keir Starmer","LONDON, KOMPAS.com - Presiden Prabowo Subianto dan rombongan tiba di Bandar Udara Stansted, London, Inggris, Rabu (20/11/2024) waktu setempat.   Kepala Negara tiba di Terminal Harrods Aviation, Knightsbridge, Bandara Stansted, Inggris Raya sekitar pukul 08.42 waktu setempat. Presiden lalu menuju tempatnya menginap di sebuah hotel di Whitehall, London.   Tampak Sekretaris Kabinet Teddy Indra Wijaya turun lebih dahulu dari pesawat. Setelahnya, Presiden Prabowo menuruni tangga dengan mengenakan mantel (coat) panjang, syal abu-abu, dan peci hitam. Baca juga: Bawaslu: Video Prabowo Dukung Ahmad Luthfi-Taj Yasin Dibuat di Rumah Jokowi di Solo   Ia disambut oleh Perwakilan dari Kerajaan Inggris Charles Anderson DL, Perwakilan Khusus Menteri Luar Negeri Inggris Adele Taylor, Dubes RI di London Desra Percaya, Dubes Inggris untuk Indonesia Jermey CVO OBE, Budisatrio Djiwandono, dan Atase pertahanan KBRI London Faishal Ridlwan.  Kemudian, Prabowo menuju mobil Mercedes Benz Maybach S-Class didampingi Teddy di sisi kanannya. Mobil tersebut dihiasi dengan bendera Inggris dan Indonesia di sisi depan bagian kanan dan kiri.  Dalam kunjungan kali ini, Prabowo diagendakan untuk melakukan sejumlah pertemuan, di antaranya bertemu dengan Raja Charles III, Perdana Menteri (PM) Inggris Keir Starmer, hingga Wakil PM Inggris Angela Rayner.  Selain itu, Presiden Prabowo diagendakan untuk menghadiri acara CEO Roundtable Forum. Baca juga: Dari Brasil, Prabowo Lanjutkan Lawatan ke Inggris  Turut mendampingi Presiden Prabowo dalam kunjungan kali ini adalah Menteri Luar Negeri Sugiono dan Sekretaris Kabinet Teddy Indra Wijaya.  Sebelumnya, Presiden Prabowo bertolak dari Pangkalan Angkatan Udara Galeão, Rio de Janeiro, Brasil, sekitar pukul 18.00 waktu setempat.   Selama di Brasil, Presiden Prabowo telah menghadiri sejumlah rangkaian KTT G20 serta pertemuan bilateral dengan beberapa negara sahabat. ","Kompas.com - 20/11/2024, 18:13 WIB",Nasional
